DATE,WEMMERSHOEK  No.1 Dam,,STEENBRAS No.1,,VOËLVLEI,,THEEWATERS-KLOOF,,WOODHEAD,,DE VILLIERS HOUSE,,NEWLANDS,,WYNBERG,,CONSTANTIA NEK,,PLATTEKLOOF,,BLACKHEATH Upper (WTP),,BLACKHEATH Lower,,GLEN  GARRY,,TYGERBERG,,FAURE,,BROOKLANDS,,ATLANTIS (WESFLEUR),,MOLTENO,,KLOOF NEK,,BERGRIVIER,,NEWLANDS,,STEENBRAS,,WEMMERSHOEK,,BROOKLANDS,,WOODHEAD,,MOLTENO,,STEENBRAS No.2,,STEENBRAS No.3,,STEENBRAS CATCHMENT No.4,,WEMMERS No.2 South,,WEMMERS No.3 North,,WEMMERS No.4 New South,,WEMMERS No.5 New North,,HOUSE,TUNNEL,MILLS,WAAI-VLEI,SPRING-BOK,KITCHEN,WAAI- KOPJE,C/NEK DISA,Day,Month,Year,WEMMERS-HOEK  No.1 Dam,STEEN-BRAS No.1,VOËLVLEI,THEE-WATERS-KLOOF,WOOD-HEAD,DE VILLIERS,NEW-LANDS,WYN-BERG,CON-STANTIA,PLATTE-KLOOF,BLACK-HEATH Upper,BLACK-HEATH Lower,GLEN  GARRY,TYGER-BERG,FAURE,BROOK-LANDS,ATLANTIS,MOLTENO,KLOOF NEK,BERG-RIVIER
23-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,4,,0,,,,5,,7,,,,,,,,0,,7,,,,,,,,,,,,,,23,11,2014,,,,,,,,,,,,,,,,,,,,
24-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,8,,0,,,,2,,9,,,,,,,,0,,7.5,,,,,,,,,,,,,,24,11,2014,,,,,,,,,,,,,,,,,,,,
25-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,8.5,,0,,,,6,,9,,,,,,,,0,,7.5,,,,,,,,,,,,,,25,11,2014,,,,,,,,,,,,,,,,,,,,
26-Nov-14,10.9,,11.5,,0,,0,,10.5,,,,15,,8,,5,,4.8,,8.5,,9,,5,,8.5,,0,,4,,,,4.2,,3.6,,,,4,,3,,0,,,,5,,0,,11.6,,11.3,,,,10.9,,6.9,,10,,12,,,,,,,,,,26,11,2014,,,,,,,,,,,,,,,,,,,,
27-Nov-14,0,,0.2,,14,,0,,0.2,,,,1,,0,,0,,0,,0.6,,1,,4,,2.3,,0,,0,,,,3.5,,3,,,,1,,3.2,,0,,,,3.5,,0,,0.2,,0.1,,,,0,,1.5,,,,,,,,,,,,,,27,11,2014,,,,,,,,,,,,,,,,,,,,
28-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,6,,0,,,,1.2,,7,,,,,,,,0,,6,,,,,,,,,,,,,,28,11,2014,,,,,,,,,,,,,,,,,,,,
29-Nov-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6.5,,0,,,,3.5,,5,,,,,,,,0,,6,,,,,,,,,,,,,,29,11,2014,,,,,,,,,,,,,,,,,,,,
30-Nov-14,0,43.4,0,34.3,0,35.5,0,47.4,0,46.9,,,0,48.3,0,35.8,0,36,0,20.1,0,23.9,0,29.5,0,31.1,0,39.8,0,12.6,0,19,,,0,44.7,0,36.5,,17.526,6,125.3,5.5,155.2,0,0,,,7.5,126.9,7,179,,,,,,,0,43.4,6.5,174.9,,42.4,,47.6,,,,,,,,,30,11,2014,6,10,5,7,5,,6,5,5,4,6,6,5,5,2,4,,6,7,
01-Dec-14,0,,0.5,,0,,3.7,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7.5,,8,,0,,,,3,,14,,0.7,,4,,,,0,,11,,,,,,,,,,,,,,1,12,2014,,,,,,,,,,,,,,,,,,,,
02-Dec-14,0,,1,,0,,7.2,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4.5,,8.6,,0,,,,6,,20,,1.1,,0.1,,,,0,,9,,,,,,,,,,,,,,2,12,2014,,,,,,,,,,,,,,,,,,,,
03-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,7,,0,,,,2,,11,,,,,,,,0,,8,,,,,,,,,,,,,,3,12,2014,,,,,,,,,,,,,,,,,,,,
04-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,6.5,,0,,,,4,,7,,,,,,,,0,,8.5,,,,,,,,,,,,,,4,12,2014,,,,,,,,,,,,,,,,,,,,
05-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,7,,0,,,,0,,15,,,,,,,,0,,7,,,,,,,,,,,,,,5,12,2014,,,,,,,,,,,,,,,,,,,,
06-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,9,,0,,,,1,,9,,,,,,,,0,,7.5,,,,,,,,,,,,,,6,12,2014,,,,,,,,,,,,,,,,,,,,
07-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,7,,0,,,,7,,5,,,,,,,,0,,6.5,,,,,,,,,,,,,,7,12,2014,,,,,,,,,,,,,,,,,,,,
08-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6,,0,,,,6,,7,,,,,,,,0,,8,,,,,,,,,,,,,,8,12,2014,,,,,,,,,,,,,,,,,,,,
09-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,6,,0,,,,6,,8,,,,,,,,0,,7,,,,,,,,,,,,,,9,12,2014,,,,,,,,,,,,,,,,,,,,
10-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,8.5,,0,,,,6,,11,,,,,,,,0,,7,,,,,,,,,,,,,,10,12,2014,,,,,,,,,,,,,,,,,,,,
11-Dec-14,0,,1.8,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.2,,,,0.1,,0.1,,,,6,,6.3,,0,,6,,6,,5.05,,1.8,,1.5,,,,0,,7.5,,,,,,,,,,,,,,11,12,2014,,,,,,,,,,,,,,,,,,,,
12-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,,,0,,0,,,,6,,9,,0,,10,,5,,11,,,,,,,,0,,8.5,,,,,,,,,,,,,,12,12,2014,,,,,,,,,,,,,,,,,,,,
13-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,,,0,,0,,,,7.5,,8,,0,,8,,8,,8,,,,,,,,0,,9,,,,,,,,,,,,,,13,12,2014,,,,,,,,,,,,,,,,,,,,
14-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6.5,,7,,0,,9,,7,,9,,,,,,,,0,,8.5,,,,,,,,,,,,,,14,12,2014,,,,,,,,,,,,,,,,,,,,
15-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,8.5,,0,,7,,6,,14,,,,,,,,0,,8.5,,,,,,,,,,,,,,15,12,2014,,,,,,,,,,,,,,,,,,,,
16-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6.5,,8.5,,0,,4,,5,,6,,,,,,,,0,,7.5,,,,,,,,,,,,,,16,12,2014,,,,,,,,,,,,,,,,,,,,
17-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6.5,,7.5,,0,,13,,5,,6,,,,,,,,0,,6.5,,,,,,,,,,,,,,17,12,2014,,,,,,,,,,,,,,,,,,,,
18-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,6.5,,0,,1,,9,,8,,,,,,,,0,,8,,,,,,,,,,,,,,18,12,2014,,,,,,,,,,,,,,,,,,,,
19-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,6.5,,0,,7,,6,,11,,,,,,,,0,,8,,,,,,,,,,,,,,19,12,2014,,,,,,,,,,,,,,,,,,,,
20-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6.5,,0,,3,,4,,8,,,,,,,,0,,8.5,,,,,,,,,,,,,,20,12,2014,,,,,,,,,,,,,,,,,,,,
21-Dec-14,0,,1.5,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4.5,,5,,0,,7,,5,,6,,1.7,,1.3,,,,0,,6,,,,,,,,,,,,,,21,12,2014,,,,,,,,,,,,,,,,,,,,
22-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4.5,,7,,0,,5,,2,,9,,,,,,,,0,,7.5,,,,,,,,,,,,,,22,12,2014,,,,,,,,,,,,,,,,,,,,
23-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,5,,0,,1,,4,,5,,,,,,,,0,,6,,,,,,,,,,,,,,23,12,2014,,,,,,,,,,,,,,,,,,,,
24-Dec-14,0,,0,,0,,0,,3,,,,0,,0,,0,,0,,0,,0,,1.5,,0,,0,,20,,,,0,,0,,,,4,,7.5,,0,,0,,3,,6,,,,,,,,0,,5.5,,,,,,,,,,,,,,24,12,2014,,,,,,,,,,,,,,,,,,,,
25-Dec-14,5.1,,8.7,,7,,0,,34,,,,42,,6.5,,0,,1.5,,1.7,,4,,0,,2,,0,,0,,,,10.4,,11.5,,,,4.5,,0.7,,0,,1,,2,,0,,9.5,,8.9,,,,5.1,,6.1,,4,,6,,,,,,,,,,25,12,2014,,,,,,,,,,,,,,,,,,,,
26-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,8,,8,,0,,2,,0,,10,,,,,,,,0,,7.5,,,,,,,,,,,,,,26,12,2014,,,,,,,,,,,,,,,,,,,,
27-Dec-14,0,,0,,0,,2,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,7,,0,,15,,4,,9,,,,,,,,0,,8.5,,,,,,,,,,,,,,27,12,2014,,,,,,,,,,,,,,,,,,,,
28-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,7.5,,0,,13,,2,,10,,,,,,,,0,,7.5,,,,,,,,,,,,,,28,12,2014,,,,,,,,,,,,,,,,,,,,
29-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,7.5,,0,,5,,3.5,,10,,,,,,,,0,,7.5,,,,,,,,,,,,,,29,12,2014,,,,,,,,,,,,,,,,,,,,
30-Dec-14,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,9,,0,,7.5,,6,,10,,,,,,,,0,,10.5,,,,,,,,,,,,,,30,12,2014,,,,,,,,,,,,,,,,,,,,
31-Dec-14,0,5.1,0,13.5,0,7,0,12.9,0,37,,,0,42,0,6.5,0,0,0,1.5,0,1.7,0,5,0,3.5,0,2,0,0,0,22.2,,,0,10.5,0,11.6,,0,5,173.5,7,219.1,0,0,4.5,129,6.5,140,9,277.05,0,14.8,0,15.8,0,0,0,5.1,7.5,240.1,,4,,6,,,,,,,,,31,12,2014,1,5,1,3,2,,1,1,0,1,1,2,2,1,0,2,,2,2,
01-Jan-15,0,1197.7,0,970.4,0,692.2,0,600.9,0,1464.7,,,0,1641,0,1245.6,0,1257.8,0,571.4,0,457.05,0,568.7,0,532.4,0,879.9,0,615.95,0,939.9,,,0,846.1,0,849.1,,1181.843,6,1003.77,7,1349.2,0,0,8,957.17,6,1101.2,5,1460.2,0,1187.3,0,1000.8,0,0,0,1197.7,6.5,1602.5,,900.2,,1202.3,,,,,,,,,1,1,2015,,,,,,,,,,,,,,,,,,,,
02-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,5,,0,,3,,4,,9,,0,,0,,0,,0,,6,,,,,,,,,,,,,,2,1,2015,,,,,,,,,,,,,,,,,,,,
03-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.1,,0,,,,2,,5.5,,0,,6,,4,,4,,0,,0,,0,,0,,6.5,,,,,,,,,,,,,,3,1,2015,,,,,,,,,,,,,,,,,,,,
04-Jan-15,0,,0,,0,,0,,39.3,,,,4,,0,,0.5,,0,,0,,0,,0,,0,,0,,5,,,,6.5,,6,,,,6,,7,,0,,6,,5.5,,0,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,4,1,2015,,,,,,,,,,,,,,,,,,,,
05-Jan-15,0,,9.3,,0,,0,,12.4,,,,26,,6,,10,,0,,0,,1.2,,1.7,,3,,1,,5,,,,14.5,,14.5,,,,0,,0.8,,0,,0,,1.3,,0,,6.3,,9.7,,2.8,,0,,3,,,,,,,,,,,,,,5,1,2015,,,,,,,,,,,,,,,,,,,,
06-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,9.5,,0,,11,,0,,8,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,6,1,2015,,,,,,,,,,,,,,,,,,,,
07-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,7.5,,0,,7,,7.5,,7,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,7,1,2015,,,,,,,,,,,,,,,,,,,,
08-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,8.5,,0,,6,,7,,8,,0,,0,,0,,0,,9,,,,,,,,,,,,,,8,1,2015,,,,,,,,,,,,,,,,,,,,
09-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,9.5,,0,,8,,5.5,,10,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,9,1,2015,,,,,,,,,,,,,,,,,,,,
10-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4.5,,7,,0,,6,,4.5,,10,,0,,0,,0,,0,,8,,,,,,,,,,,,,,10,1,2015,,,,,,,,,,,,,,,,,,,,
11-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4.5,,8.5,,0,,8,,4.5,,9,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,11,1,2015,,,,,,,,,,,,,,,,,,,,
12-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6.5,,0,,5,,3,,8,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,12,1,2015,,,,,,,,,,,,,,,,,,,,
13-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,9,,0,,8,,4,,12,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,13,1,2015,,,,,,,,,,,,,,,,,,,,
14-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,7.5,,0,,7,,4,,6,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,14,1,2015,,,,,,,,,,,,,,,,,,,,
15-Jan-15,21,,24,,12,,9.8,,20.5,,,,32,,28.1,,15,,22,,9.5,,12,,12.4,,23,,12,,20,,,,9.5,,9,,28.4,,5,,3.5,,0,,0,,5,,1.75,,28.5,,23.5,,39.5,,21,,10,,14.2,,21.5,,,,,,,,,,15,1,2015,,,,,,,,,,,,,,,,,,,,
16-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,5.5,,0,,4,,2.5,,8,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,16,1,2015,,,,,,,,,,,,,,,,,,,,
17-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,6.5,,0,,4,,3,,15,,0,,0,,0,,0,,7,,,,,,,,,,,,,,17,1,2015,,,,,,,,,,,,,,,,,,,,
18-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,7,,0,,8,,5,,2,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,18,1,2015,,,,,,,,,,,,,,,,,,,,
19-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,10,,0,,7,,0,,13,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,19,1,2015,,,,,,,,,,,,,,,,,,,,
20-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,8,,0,,7,,6,,7,,0,,0,,0,,0,,5,,,,,,,,,,,,,,20,1,2015,,,,,,,,,,,,,,,,,,,,
21-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,7.5,,0,,7,,5,,7,,0,,0,,0,,0,,8,,,,,,,,,,,,,,21,1,2015,,,,,,,,,,,,,,,,,,,,
22-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,12,,0,,9,,6,,7,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,22,1,2015,,,,,,,,,,,,,,,,,,,,
23-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,9,,0,,7,,7,,10,,0,,0,,0,,0,,9,,,,,,,,,,,,,,23,1,2015,,,,,,,,,,,,,,,,,,,,
24-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,7,,0,,7,,6,,8,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,24,1,2015,,,,,,,,,,,,,,,,,,,,
25-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0.2,,,,6,,6,,0,,6,,5,,8,,0,,0,,0,,0,,9,,,,,,,,,,,,,,25,1,2015,,,,,,,,,,,,,,,,,,,,
26-Jan-15,0,,1,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0.1,,0,,,,5,,5.5,,0,,9,,5,,6,,1.3,,1.1,,2,,0,,4.5,,,,,,,,,,,,,,26,1,2015,,,,,,,,,,,,,,,,,,,,
27-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,9,,0,,5,,7,,14,,0,,0,,0,,0,,9,,,,,,,,,,,,,,27,1,2015,,,,,,,,,,,,,,,,,,,,
28-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,7,,0,,10,,4,,7,,0,,0,,0,,0,,6.5,,,,,,,,,,,,,,28,1,2015,,,,,,,,,,,,,,,,,,,,
29-Jan-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6.5,,0,,8,,4,,8,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,29,1,2015,,,,,,,,,,,,,,,,,,,,
30-Jan-15,1.4,,1.5,,0,,0,,19.5,,,,14,,3,,10,,1.8,,0.7,,0.5,,0,,0,,2,,8,,,,12.6,,12.5,,,,7,,5.5,,0,,1,,8,,0,,4.4,,1.6,,6,,1.4,,8.9,,1.4,,2.5,,,,,,,,,,30,1,2015,,,,,,,,,,,,,,,,,,,,
31-Jan-15,0,22.4,0,35.8,3,15,0,9.8,0,91.7,,,0,76,0,37.1,0,35.5,0,23.8,0,10.2,0.2,13.9,0,14.1,0,26,0,15,0,38,,,0,43.3,0,42.2,,28.4,5,160,8.5,222.8,0,0,14,202,0.5,139.8,11,228.75,0,40.5,0,35.9,0,50.3,0,22.4,8.9,236.8,,15.6,,24,,,,,,,,,31,1,2015,2,4,2,1,4,,4,3,4,2,2,4,2,2,3,4,,6,5,
01-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,7,,9.5,,0,,11,,6,,14,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,1,2,2015,,,,,,,,,,,,,,,,,,,,
02-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5.5,,9.5,,0,,7,,7,,6,,0,,0,,0,,0,,6.5,,,,,,,,,,,,,,2,2,2015,,,,,,,,,,,,,,,,,,,,
03-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.5,,,,0,,0,,,,5.5,,5.5,,0,,2,,5.5,,5,,0,,0,,0,,0,,7,,,,,,,,,,,,,,3,2,2015,,,,,,,,,,,,,,,,,,,,
04-Feb-15,0,,1.5,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,1.5,,0,,,,1.5,,0.2,,,,3,,3.5,,0,,5,,4.5,,3.5,,1.7,,1.4,,3.7,,0,,4.5,,,,,,,,,,,,,,4,2,2015,,,,,,,,,,,,,,,,,,,,
05-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,3,,6.5,,0,,6,,3,,7,,0,,0,,0,,0,,4.5,,,,,,,,,,,,,,5,2,2015,,,,,,,,,,,,,,,,,,,,
06-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,7.5,,0,,10,,3,,3,,0,,0,,0,,0,,6.5,,,,,,,,,,,,,,6,2,2015,,,,,,,,,,,,,,,,,,,,
07-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6.5,,7,,0,,4,,5,,8,,0,,0,,0,,0,,7,,,,,,,,,,,,,,7,2,2015,,,,,,,,,,,,,,,,,,,,
08-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,,,0,,0,,,,7,,7,,0,,4,,4,,6,,0,,0,,0,,0,,8.5,,,,,,,,,,,,,,8,2,2015,,,,,,,,,,,,,,,,,,,,
09-Feb-15,5.6,,1.2,,3,,0,,3,,,,0,,0,,0.2,,0,,0.5,,0,,4.2,,0,,0,,2,,,,0.8,,0.8,,,,4,,6.2,,0,,3,,6,,9.4,,1.8,,1.4,,3.6,,5.6,,7.1,,4.7,,5.6,,,,,,,,,,9,2,2015,,,,,,,,,,,,,,,,,,,,
10-Feb-15,0.7,,0,,0,,0,,0,,,,0,,1,,0.2,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,1.27,,6,,5,,0,,7,,5,,2,,0,,0,,1,,0.7,,6.7,,1,,1.1,,,,,,,,,,10,2,2015,,,,,,,,,,,,,,,,,,,,
11-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,7.5,,0,,5,,8,,10,,0,,0,,0,,0,,5.5,,,,,,,,,,,,,,11,2,2015,,,,,,,,,,,,,,,,,,,,
12-Feb-15,0,,0.5,,0,,0,,0,,,,0,,1,,0,,0,,1.1,,0,,0,,0,,0,,1,,,,0.2,,0.2,,,,2,,4.5,,0,,0,,5,,5.1,,0.4,,0.3,,0.5,,0,,6,,,,,,,,,,,,,,12,2,2015,,,,,,,,,,,,,,,,,,,,
13-Feb-15,0,,4.2,,0,,12.6,,4.6,,,,8,,0,,15,,0.5,,1.8,,2,,0.8,,5,,0,,9,,,,3.8,,6,,2.34,,1,,2.2,,0,,5,,5,,1.9,,0,,5.7,,0,,0,,6.5,,,,,,,,,,,,,,13,2,2015,,,,,,,,,,,,,,,,,,,,
14-Feb-15,0,,0,,0,,0,,14.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,6,,0,,5,,2.6,,8,,0,,0,,0,,0,,6.5,,,,,,,,,,,,,,14,2,2015,,,,,,,,,,,,,,,,,,,,
15-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,7,,0,,15,,0.5,,10,,0,,0,,8.5,,0,,7.5,,,,,,,,,,,,,,15,2,2015,,,,,,,,,,,,,,,,,,,,
16-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,10,,0,,9,,5,,5,,0,,0,,0,,0,,7,,,,,,,,,,,,,,16,2,2015,,,,,,,,,,,,,,,,,,,,
17-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,5,,6,,0,,4,,7,,10,,0,,0,,0,,0,,6.5,,,,,,,,,,,,,,17,2,2015,,,,,,,,,,,,,,,,,,,,
18-Feb-15,0,,2.5,,0,,0,,0,,,,0.4,,0,,0,,0,,0,,1.5,,0.6,,2,,0,,0,,,,0.1,,0,,,,0.4,,4,,0,,2,,5,,4,,0,,1.3,,0,,0,,5.5,,,,,,,,,,,,,,18,2,2015,,,,,,,,,,,,,,,,,,,,
19-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,1.1,,0,,0,,0,,0,,0,,,,0,,0,,,,4,,7,,0,,5,,2,,11,,0,,0,,0,,0,,9,,,,,,,,,,,,,,19,2,2015,,,,,,,,,,,,,,,,,,,,
20-Feb-15,0,,0,,0,,0,,4.7,,,,0.3,,0,,3,,0,,2,,0,,0,,0,,0,,0,,,,0.9,,0.1,,,,5.3,,5,,0,,5,,4,,11,,0,,0,,0,,0,,7.5,,,,,,,,,,,,,,20,2,2015,,,,,,,,,,,,,,,,,,,,
21-Feb-15,0,,0,,0,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,0,,0,,,,6,,8,,0,,5,,5.2,,4,,0,,0,,0,,0,,9,,,,,,,,,,,,,,21,2,2015,,,,,,,,,,,,,,,,,,,,
